tourney_id;tourney_name;surface;draw_size;tourney_level;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;;;;;;;;;;;;;;;;;;;;
2014-438;Moscow;Hard;28;A;20141013;26;105227;2;;Marin Cilic;R;198;CRO;26.0396988364;8;3945;105062;;;Mikhail Kukushkin;R;183;KAZ;26.7980835044;74;732;4-6 6-3 6-2;3;SF;133;10;1;98;53;40;22;14;6;8;1;1;96;59;33;22;13;9;13;;;;;;;;;;;;;;;;;;;;
2014-416;Rome Masters;Clay;56;M;20140511;42;104918;7;;Andy Murray;R;190;GBR;26.9924709103;8;3950;103781;;;Jurgen Melzer;L;183;AUT;32.9719370294;67;720;7-6(1) 6-4;3;R16;102;6;1;80;49;33;18;11;8;10;4;1;64;47;28;8;11;2;5;;;;;;;;;;;;;;;;;;;;
2014-421;Canada Masters;Hard;56;M;20140804;32;105777;7;;Grigor Dimitrov;R;188;BUL;23.2197125257;8;3270;105385;;;Donald Young;L;183;USA;25.0321697467;50;899;4-6 6-2 6-3;3;R32;100;1;7;86;45;36;20;14;5;7;0;3;70;39;28;17;13;0;4;;;;;;;;;;;;;;;;;;;;
2014-329;Tokyo;Hard;32;A;20140929;30;105683;3;;Milos Raonic;R;196;CAN;23.7563312799;8;3965;104468;;;Gilles Simon;R;183;FRA;29.7549623546;37;1052;6-1 6-4;3;SF;71;11;1;48;31;25;12;9;0;0;3;3;50;25;14;15;8;1;4;;;;;;;;;;;;;;;;;;;;
2014-1536;Madrid Masters;Clay;56;M;20140504;32;104918;7;;Andy Murray;R;190;GBR;26.9733059548;8;4040;104597;;;Nicolas Almagro;R;183;ESP;28.7036276523;24;1630;6-1 1-6 6-4;3;R32;107;5;0;72;38;28;18;12;4;7;8;4;72;31;23;22;12;2;6;;;;;;;;;;;;;;;;;;;;
2015-404;Indian Wells Masters;Hard;96;M;20150312;40;103970;8;;David Ferrer;R;175;ESP;32.9336071184;8;4535;104471;;;Ivan Dodig;R;183;CRO;30.1793292266;96;560;4-6 6-1 7-6(6);3;R64;162;1;6;113;63;43;30;15;7;10;7;8;105;52;32;28;14;5;9;;;;;;;;;;;;;;;;;;;;
2015-339;Brisbane;Hard;28;A;20150104;18;105683;3;;Milos Raonic;R;196;CAN;24.0246406571;8;4440;105062;;;Mikhail Kukushkin;R;183;KAZ;27.0280629706;69;705;6-3 6-4;3;R16;61;17;4;48;31;28;12;10;0;0;1;1;54;32;22;12;9;2;4;;;;;;;;;;;;;;;;;;;;
2015-403;Miami Masters;Hard;96;M;20150325;49;104527;7;;Stanislas Wawrinka;R;183;SUI;29.9849418207;8;4515;104122;;;Carlos Berlocq;R;183;ARG;32.1314168378;68;740;6-7(9) 7-5 6-2;3;R64;170;5;8;114;44;36;37;16;4;6;4;3;112;68;44;18;16;7;12;;;;;;;;;;;;;;;;;;;;
2015-520;Roland Garros;Clay;128;G;20150524;104;103970;7;;David Ferrer;R;175;ESP;33.144421629;8;4490;104620;;;Simone Bolelli;R;183;ITA;29.6262833676;60;826;6-3 1-6 5-7 6-0 6-1;5;R32;192;5;5;132;83;60;25;21;5;8;3;3;146;101;70;16;20;17;23;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;72;105683;8;;Milos Raonic;R;196;CAN;24.0629705681;8;4575;105385;;;Donald Young;L;183;USA;25.492128679;56;809;6-4 7-6(3) 6-3;5;R64;102;17;2;82;56;50;20;16;0;0;4;4;91;64;51;12;15;2;4;;;;;;;;;;;;;;;;;;;;
2015-495;Dubai;Hard;32;A;20150223;19;104607;4;;Tomas Berdych;R;196;CZE;29.4346338125;8;4460;104620;;;Simone Bolelli;R;183;ITA;29.3771389459;52;891;7-6(7) 5-7 6-0;3;R16;144;12;1;90;52;40;27;15;5;6;5;2;109;80;50;16;15;4;7;;;;;;;;;;;;;;;;;;;;
2015-6003;Kuala Lumpur;Hard;28;A;20150928;21;103970;1;;David Ferrer;R;175;ESP;33.4893908282;8;3695;105062;;;Mikhail Kukushkin;R;183;KAZ;27.7563312799;48;922;6-3 6-4;3;QF;;4;0;59;43;30;12;10;1;1;2;2;46;23;16;13;9;0;2;;;;;;;;;;;;;;;;;;;;
2012-329;Tokyo;Hard;32;A;20121001;5;104386;3;;Janko Tipsarevic;R;180;SRB;28.2765229295;9;3185;104468;;;Gilles Simon;R;183;FRA;27.7618069815;18;1860;4-6 6-3 6-1;3;R32;145;6;0;116;75;49;20;13;13;16;4;3;72;39;27;12;13;5;11;;;;;;;;;;;;;;;;;;;;
2012-560;US Open;Hard;128;G;20120827;105;104386;8;;Janko Tipsarevic;R;180;SRB;28.180698152;9;3285;104813;;Q;Grega Zemlja;R;183;SLO;25.9110198494;99;553;6-4 6-3 7-5;5;R32;136;14;8;101;66;50;17;16;6;8;8;2;100;51;32;27;15;8;13;;;;;;;;;;;;;;;;;;;;
2012-421;Canada Masters;Hard;48;M;20120806;24;104386;5;;Janko Tipsarevic;R;180;SRB;28.1232032854;9;3320;104022;;;Mikhail Youzhny;R;183;RUS;30.1163586585;30;1255;7-6(2) 6-4;3;R32;103;5;2;62;35;29;15;11;1;3;2;3;65;37;28;14;11;2;5;;;;;;;;;;;;;;;;;;;;
2012-580;Australian Open;Hard;128;G;20120116;69;104386;9;;Janko Tipsarevic;R;180;SRB;27.5674195756;9;2655;105902;;WC;James Duckworth;R;183;AUS;19.9863107461;250;191;3-6 6-2 7-6(5) 6-4;5;R64;191;11;3;105;62;49;26;19;2;5;9;6;145;99;65;20;20;11;15;;;;;;;;;;;;;;;;;;;;
2012-891;Chennai;Hard;28;A;20120102;13;104386;1;;Janko Tipsarevic;R;180;SRB;27.5290896646;9;2595;106026;;WC;Yuki Bhambri;R;183;IND;19.4962354552;345;122;6-1 6-3;3;R16;62;5;1;41;20;17;16;8;1;1;3;2;39;22;12;9;8;0;4;;;;;;;;;;;;;;;;;;;;
2012-96;London Olympics;Grass;64;A;20120725;52;105223;8;;Juan Martin Del Potro;R;198;ARG;23.8302532512;9;3180;104468;12;;Gilles Simon;R;183;FRA;27.5701574264;14;2070;6-1 4-6 6-3;3;R16;111;6;1;80;54;39;14;13;0;1;7;1;76;46;33;12;13;2;6;;;;;;;;;;;;;;;;;;;;
2012-96;London Olympics;Grass;64;A;20120725;16;105223;8;;Juan Martin Del Potro;R;198;ARG;23.8302532512;9;3180;104471;;;Ivan Dodig;R;183;CRO;27.5537303217;95;555;6-4 6-1;3;R64;68;4;1;45;26;23;11;8;2;2;9;0;55;31;20;10;9;4;8;;;;;;;;;;;;;;;;;;;;
2012-416;Rome Masters;Clay;56;M;20120513;27;105223;10;;Juan Martin Del Potro;R;198;ARG;23.6386036961;9;2970;104022;;;Mikhail Youzhny;R;183;RUS;29.8863791923;34;1210;6-4 6-2;3;R32;89;5;2;53;39;31;8;9;1;1;3;2;56;43;24;8;9;1;4;;;;;;;;;;;;;;;;;;;;
2013-500;Halle;Grass;28;A;20130610;20;104755;2;;Richard Gasquet;R;185;FRA;26.9787816564;9;3090;103781;;;Jurgen Melzer;L;183;AUT;32.052019165;36;1085;6-3 6-1;3;R16;65;6;0;43;38;30;3;8;2;2;3;3;71;48;24;11;8;5;9;;;;;;;;;;;;;;;;;;;;
2013-1720;Bangkok;Hard;28;A;20130923;24;104755;2;;Richard Gasquet;R;185;FRA;27.266255989;9;3165;104022;5;;Mikhail Youzhny;R;183;RUS;31.2470910335;20;1780;5-7 6-3 6-1;3;QF;115;3;0;72;49;34;17;14;1;4;5;0;84;45;25;18;14;9;15;;;;;;;;;;;;;;;;;;;;
2014-328;Basel;Hard;32;A;20141020;22;105683;4;;Milos Raonic;R;196;CAN;23.8138261465;9;3840;105385;;;Donald Young;L;183;USA;25.2429842574;69;751;6-4 6-7(5) 7-6(2);3;R16;139;22;7;114;68;57;23;17;2;2;8;2;109;58;48;27;17;2;3;;;;;;;;;;;;;;;;;;;;
2014-496;Marseille;Hard;28;A;20140217;21;104755;1;;Richard Gasquet;R;185;FRA;27.6687200548;9;2950;104471;5;;Ivan Dodig;R;183;CRO;29.1252566735;34;1145;7-5 6-3;3;QF;84;3;2;69;46;33;13;11;5;6;7;2;58;36;26;8;10;4;7;;;;;;;;;;;;;;;;;;;;
2014-520;Roland Garros;Clay;128;G;20140526;109;105683;8;;Milos Raonic;R;196;CAN;23.4113620808;9;2975;104468;29;;Gilles Simon;R;183;FRA;29.4099931554;30;1225;4-6 6-3 2-6 6-2 7-5;5;R32;196;19;7;152;94;70;24;24;10;15;8;2;130;75;49;31;23;6;12;;;;;;;;;;;;;;;;;;;;
2015-807;Acapulco;Hard;32;A;20150223;30;103970;2;;David Ferrer;R;175;ESP;32.8952772074;9;4185;105992;;Q;Ryan Harrison;R;183;USA;22.7980835044;169;299;4-6 6-0 6-0;3;SF;112;1;4;69;41;34;15;11;4;5;4;2;73;41;21;14;11;7;13;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;45;104745;7;;Rafael Nadal;L;185;ESP;29.1854893908;9;3500;104022;;Q;Mikhail Youzhny;R;183;RUS;33.1252566735;107;505;6-3 6-3;3;R16;;2;2;63;46;34;8;9;3;3;2;5;73;42;26;15;9;7;10;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;103;105227;9;;Marin Cilic;R;198;CRO;26.9212867899;9;3550;105062;;;Mikhail Kukushkin;R;183;KAZ;27.6796714579;56;842;6-7(5) 7-6(1) 6-3 6-7(3) 6-1;5;R32;;26;7;156;83;70;40;27;5;9;11;6;187;87;60;50;25;13;20;;;;;;;;;;;;;;;;;;;;
2015-311;London;Grass;32;A;20150615;5;105227;4;;Marin Cilic;R;198;CRO;26.7104722793;9;3540;105173;;;Adrian Mannarino;L;183;FRA;26.9596167009;32;1188;7-6(3) 3-6 6-2;3;R32;;17;3;91;55;46;18;14;3;4;4;2;106;68;46;23;15;8;10;;;;;;;;;;;;;;;;;;;;
2015-520;Roland Garros;Clay;128;G;20150524;119;104527;8;;Stanislas Wawrinka;R;183;SUI;30.1574264203;9;3845;104468;12;;Gilles Simon;R;183;FRA;30.4065708419;13;2210;6-1 6-4 6-2;5;R16;111;5;4;80;34;27;27;13;2;3;3;7;87;37;23;23;12;14;20;;;;;;;;;;;;;;;;;;;;
2012-6242;Winston-Salem;Hard;48;A;20120819;35;104545;3;;John Isner;R;206;USA;27.318275154;10;2880;103781;13;;Jurgen Melzer;L;183;AUT;31.2470910335;36;1067;6-4 6-3;3;R16;71;14;1;52;33;28;12;10;0;0;3;5;70;47;31;11;9;7;9;;;;;;;;;;;;;;;;;;;;
2012-316;Bastad;Clay;28;A;20120709;20;104597;2;;Nicolas Almagro;R;183;ESP;26.8829568789;10;2605;104371;;Q;Ivo Minar;R;183;CZE;28.1341546886;216;229;1-6 7-6(8) 6-4;3;R16;116;9;1;97;61;46;16;15;5;9;9;1;93;58;44;18;14;4;6;;;;;;;;;;;;;;;;;;;;
2012-580;Australian Open;Hard;128;G;20120116;110;104597;10;;Nicolas Almagro;R;183;ESP;26.4038329911;10;2380;104527;21;;Stanislas Wawrinka;R;183;SUI;26.803559206;22;1615;7-6(2) 6-2 6-4;5;R32;147;7;0;90;58;40;21;15;0;3;4;2;118;72;41;21;15;11;17;;;;;;;;;;;;;;;;;;;;
2013-438;Moscow;Hard;28;A;20131014;27;104755;1;;Richard Gasquet;R;185;FRA;27.3237508556;10;3060;105062;;Q;Mikhail Kukushkin;R;183;KAZ;25.8015058179;102;559;4-6 6-4 6-4;3;F;144;12;1;99;73;48;13;15;9;12;15;1;107;57;38;26;15;7;11;;;;;;;;;;;;;;;;;;;;
2013-580;Australian Open;Hard;128;G;20130114;110;104755;9;;Richard Gasquet;R;185;FRA;26.5763175907;10;2720;104471;;;Ivan Dodig;R;183;CRO;28.0328542094;74;692;4-6 6-3 7-6(2) 6-0;5;R32;145;11;1;112;63;55;24;19;3;5;9;3;114;63;42;24;18;8;13;;;;;;;;;;;;;;;;;;;;
2013-440;s-Hertogenbosch;Grass;32;A;20130616;24;104527;2;;Stanislas Wawrinka;R;183;SUI;28.2217659138;10;2810;103893;;;Paolo Lorenzi;R;183;ITA;31.5044490075;71;701;6-3 7-6(8);3;R16;73;7;1;66;41;31;17;11;0;1;2;1;65;39;27;16;10;2;4;;;;;;;;;;;;;;;;;;;;
2013-416;Rome Masters;Clay;56;M;20130512;3;104527;15;;Stanislas Wawrinka;R;183;SUI;28.1259411362;10;2675;104122;;Q;Carlos Berlocq;R;183;ARG;30.2724161533;63;750;5-7 6-3 6-3;3;R64;133;2;2;91;59;41;14;15;4;8;2;1;85;56;31;18;15;4;10;;;;;;;;;;;;;;;;;;;;
2013-451;Doha;Hard;32;A;20121231;24;104755;2;;Richard Gasquet;R;185;FRA;26.5379876797;10;2515;104813;;;Grega Zemlja;R;183;SLO;26.2559890486;55;782;6-7(7) 6-4 7-6(3);3;R16;164;14;5;117;64;49;31;17;7;8;17;1;126;84;65;17;17;4;6;;;;;;;;;;;;;;;;;;;;
2013-308;Munich;Clay;28;A;20130429;13;104386;1;;Janko Tipsarevic;R;180;SRB;28.8514715948;10;3000;104813;;;Grega Zemlja;R;183;SLO;26.5817932923;53;836;6-4 6-2;3;R16;85;5;1;59;37;28;10;9;2;3;7;1;54;37;24;3;9;3;7;;;;;;;;;;;;;;;;;;;;
2013-560;US Open;Hard;128;G;20130826;103;104527;9;;Stanislas Wawrinka;R;183;SUI;28.4134154689;10;2610;104571;;;Marcos Baghdatis;R;183;CYP;28.1916495551;53;865;6-3 6-2 6-7(1) 7-6(7);5;R32;201;11;5;131;68;55;37;21;7;9;16;8;152;73;52;41;20;10;15;;;;;;;;;;;;;;;;;;;;
2013-6003;Kuala Lumpur;Hard;28;A;20130923;20;104527;2;;Stanislas Wawrinka;R;183;SUI;28.4900752909;10;3150;104571;;;Marcos Baghdatis;R;183;CYP;28.2683093771;48;910;6-1 7-5;3;R16;65;6;3;55;27;23;19;10;0;0;2;3;50;26;22;9;9;1;4;;;;;;;;;;;;;;;;;;;;
2013-403;Miami Masters;Hard;96;M;20130320;73;104755;8;;Richard Gasquet;R;185;FRA;26.7488021903;10;2960;104022;28;;Mikhail Youzhny;R;183;RUS;30.7296372348;31;1175;6-3 6-4;3;R32;87;2;2;57;33;23;14;10;4;6;4;3;58;35;20;10;9;8;12;;;;;;;;;;;;;;;;;;;;
2013-403;Miami Masters;Hard;96;M;20130320;85;104755;8;;Richard Gasquet;R;185;FRA;26.7488021903;10;2960;104597;10;;Nicolas Almagro;R;183;ESP;27.5728952772;12;2435;6-7(3) 7-5 7-6(3);3;R16;160;17;3;101;56;45;25;18;3;6;19;9;142;72;58;26;18;9;13;;;;;;;;;;;;;;;;;;;;
2014-416;Rome Masters;Clay;56;M;20140511;33;105683;8;;Milos Raonic;R;196;CAN;23.3730321697;10;2625;104620;;WC;Simone Bolelli;R;183;ITA;28.59137577;162;340;6-3 7-6(5);3;R32;100;18;0;81;47;37;20;11;3;3;3;1;59;41;28;14;10;0;1;;;;;;;;;;;;;;;;;;;;
2014-573;Valencia;Hard;32;A;20141020;5;104918;3;;Andy Murray;R;190;GBR;27.4332648871;10;3795;103781;;;Jurgen Melzer;L;183;AUT;33.4127310062;121;460;6-3 6-3;3;R32;80;10;3;52;32;26;6;9;5;8;0;2;59;39;19;7;9;5;11;;;;;;;;;;;;;;;;;;;;
2014-403;Miami Masters;Hard;96;M;20140319;45;104545;10;;John Isner;R;206;USA;28.8898015058;10;2670;105385;;;Donald Young;L;183;USA;24.6488706366;77;661;6-7(5) 6-3 6-4;3;R64;116;16;1;88;62;50;14;16;0;2;7;5;94;61;41;20;15;2;6;;;;;;;;;;;;;;;;;;;;
2014-580;Australian Open;Hard;128;G;20140113;25;104542;10;;Jo Wilfried Tsonga;R;188;FRA;28.7419575633;10;3065;103835;;;Filippo Volandri;R;183;ITA;32.3559206023;70;694;7-5 6-3 6-3;5;R128;110;15;1;82;51;37;23;15;1;2;2;6;99;60;37;18;15;8;13;;;;;;;;;;;;;;;;;;;;
2014-580;Australian Open;Hard;128;G;20140113;103;104542;10;;Jo Wilfried Tsonga;R;188;FRA;28.7419575633;10;3065;104468;18;;Gilles Simon;R;183;FRA;29.0458590007;19;1790;7-6(5) 6-4 6-2;5;R32;113;17;0;92;60;48;21;15;3;3;7;3;81;43;34;22;15;3;6;;;;;;;;;;;;;;;;;;;;
2014-403;Miami Masters;Hard;96;M;20140319;71;104545;10;;John Isner;R;206;USA;28.8898015058;10;2670;104597;18;;Nicolas Almagro;R;183;ESP;28.5694729637;19;1795;7-5 6-3;3;R32;71;17;1;61;43;34;11;11;2;2;7;2;58;40;31;9;10;3;5;;;;;;;;;;;;;;;;;;;;
2015-329;Tokyo;Hard;32;A;20151005;5;104468;3;;Gilles Simon;R;183;FRA;30.7707049966;10;2530;104022;;Q;Mikhail Youzhny;R;183;RUS;33.2785763176;92;581;6-4 6-4;3;R32;;1;1;67;37;26;17;10;4;6;0;5;61;33;24;10;10;1;5;;;;;;;;;;;;;;;;;;;;
2015-321;Stuttgart;Grass;28;A;20150608;13;104745;1;;Rafael Nadal;L;185;ESP;29.0130047912;10;2930;104571;;;Marcos Baghdatis;R;183;CYP;29.9739904175;63;787;7-6(5) 6-7(4) 6-2;3;R16;;7;1;112;77;56;18;16;10;12;12;4;97;58;46;16;16;3;7;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;103;103970;9;;David Ferrer;R;175;ESP;32.7994524298;10;4145;104468;18;;Gilles Simon;R;183;FRA;30.0616016427;20;1730;6-2 7-5 5-7 7-6(4);5;R32;217;4;5;138;88;55;24;22;5;12;3;4;147;86;50;28;22;7;16;;;;;;;;;;;;;;;;;;;;
2012-D042;Davis Cup WG SF: ARG vs CZE;Clay;4;D;20120914;4;104338;;;Juan Monaco;R;185;ARG;28.4517453799;11;2565;104371;;;Ivo Minar;R;183;CZE;28.3066392882;187;267;6-3 7-6(2);3;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012-315;Newport;Grass;32;A;20120709;29;104545;1;;John Isner;R;206;USA;27.2032854209;11;2520;105992;6;;Ryan Harrison;R;183;USA;20.1724845996;48;855;7-6(4) 6-3;3;SF;86;11;2;53;36;33;11;10;0;0;4;3;82;50;34;15;11;5;7;;;;;;;;;;;;;;;;;;;;
2012-D038;Davis Cup WG QF: FRA vs USA;Clay;4;D;20120406;2;104545;;;John Isner;R;206;USA;26.9349760438;11;2630;104468;;;Gilles Simon;R;183;FRA;27.2635181383;13;2050;6-3 6-2 7-5;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012-404;Indian Wells Masters;Hard;96;M;20120308;90;104545;11;;John Isner;R;206;USA;26.8583162218;11;2120;104468;13;;Gilles Simon;R;183;FRA;27.1868583162;13;2005;6-3 1-6 7-5;3;QF;119;11;3;86;48;33;22;14;3;6;7;4;96;52;40;20;14;6;9;;;;;;;;;;;;;;;;;;;;
2012-506;Buenos Aires;Clay;32;A;20120220;30;104597;2;;Nicolas Almagro;R;183;ESP;26.4996577687;11;2220;104527;6;;Stanislas Wawrinka;R;183;SUI;26.8993839836;26;1300;6-4 3-6 7-5;3;SF;142;8;0;90;47;38;24;15;2;4;8;1;97;57;40;23;16;4;7;;;;;;;;;;;;;;;;;;;;
2012-533;Sao Paulo;Clay;28;A;20120213;27;104597;1;;Nicolas Almagro;R;183;ESP;26.4804928131;11;2220;103835;;;Filippo Volandri;R;183;ITA;30.4394250513;69;693;6-3 4-6 6-4;3;F;122;18;2;73;42;37;16;14;1;3;0;2;107;77;45;16;15;7;11;;;;;;;;;;;;;;;;;;;;
2012-533;Sao Paulo;Clay;28;A;20120213;21;104597;1;;Nicolas Almagro;R;183;ESP;26.4804928131;11;2220;104122;5;;Carlos Berlocq;R;183;ARG;29.0266940452;42;966;6-3 6-2;3;QF;91;6;0;54;28;21;17;9;1;1;5;5;61;29;21;12;8;8;11;;;;;;;;;;;;;;;;;;;;
2012-1536;Madrid Masters;Clay;56;M;20120506;34;105223;10;;Juan Martin Del Potro;R;198;ARG;23.6194387406;11;2655;104022;;;Mikhail Youzhny;R;183;RUS;29.8672142368;34;1175;6-4 7-6(1);3;R32;121;6;0;76;53;40;11;11;6;8;4;3;72;41;26;17;11;5;8;;;;;;;;;;;;;;;;;;;;
2012-580;Australian Open;Hard;128;G;20120116;40;105223;11;;Juan Martin Del Potro;R;198;ARG;23.3127994524;11;2315;105173;;;Adrian Mannarino;L;183;FRA;23.5482546201;91;598;2-6 6-1 7-5 6-4;5;R128;179;11;6;138;80;60;23;19;9;13;7;3;101;69;48;11;18;2;8;;;;;;;;;;;;;;;;;;;;
2013-414;Hamburg;Clay;48;A;20130715;40;103163;2;;Tommy Haas;R;188;GER;35.2826830938;11;2605;104122;;;Carlos Berlocq;R;183;ARG;30.4449007529;46;895;6-2 6-4;3;R16;76;7;1;51;31;26;9;9;3;4;1;2;57;43;27;5;9;3;7;;;;;;;;;;;;;;;;;;;;
2013-329;Tokyo;Hard;32;A;20130930;30;105683;3;;Milos Raonic;R;196;CAN;22.7597535934;11;2815;104471;;;Ivan Dodig;R;183;CRO;28.7419575633;34;1170;7-6(4) 6-1;3;SF;84;12;1;62;37;33;14;10;1;1;7;2;62;33;24;15;9;2;4;;;;;;;;;;;;;;;;;;;;
2014-403;Miami Masters;Hard;96;M;20140319;78;104542;11;;Jo Wilfried Tsonga;R;188;FRA;28.9144421629;11;2615;104571;;WC;Marcos Baghdatis;R;183;CYP;28.7474332649;143;400;4-6 7-6(6) 7-5;3;R32;150;16;5;115;66;51;25;17;5;6;9;4;101;55;44;28;17;3;4;;;;;;;;;;;;;;;;;;;;
2014-403;Miami Masters;Hard;96;M;20140319;60;104542;11;;Jo Wilfried Tsonga;R;188;FRA;28.9144421629;11;2615;105173;;;Adrian Mannarino;L;183;FRA;25.7138945927;80;656;6-2 6-4;3;R64;61;4;4;47;26;22;15;9;0;0;1;3;53;33;23;7;9;3;6;;;;;;;;;;;;;;;;;;;;
2014-520;Roland Garros;Clay;128;G;20140526;84;104545;10;;John Isner;R;206;USA;29.0814510609;11;2600;105062;;;Mikhail Kukushkin;R;183;KAZ;26.4147843943;54;859;6-7(6) 7-6(4) 6-3 7-6(4);5;R64;198;35;2;165;118;95;22;23;10;11;5;4;153;120;87;21;22;6;8;;;;;;;;;;;;;;;;;;;;
2014-560;US Open;Hard;128;G;20140825;122;105453;10;;Kei Nishikori;R;178;JPN;24.6543463381;11;2680;104527;3;;Stanislas Wawrinka;R;183;SUI;29.4099931554;4;5985;3-6 7-5 7-6(7) 6-7(5) 6-4;5;QF;255;3;6;184;108;82;41;27;8;10;18;8;174;97;81;39;28;7;10;;;;;;;;;;;;;;;;;;;;
2015-7163;Istanbul;Clay;28;A;20150427;24;105777;2;;Grigor Dimitrov;R;188;BUL;23.947980835;11;2985;104471;;;Ivan Dodig;R;183;CRO;30.3134839151;107;505;6-4 6-3;3;QF;74;2;1;54;31;20;14;10;2;5;4;2;55;31;13;13;9;5;10;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;110;105777;10;;Grigor Dimitrov;R;188;BUL;23.6796714579;11;3645;104571;;;Marcos Baghdatis;R;183;CYP;29.5906913073;78;658;4-6 6-3 3-6 6-3 6-3;5;R32;208;6;9;155;98;73;29;23;8;10;16;10;154;92;60;36;23;14;18;;;;;;;;;;;;;;;;;;;;
2015-1536;Madrid Masters;Clay;56;M;20150503;10;105777;10;;Grigor Dimitrov;R;188;BUL;23.9671457906;11;2985;105385;;;Donald Young;L;183;USA;25.7796030116;51;920;6-4 3-0 RET;3;R64;57;7;1;40;28;23;8;6;1;1;1;3;49;30;20;7;7;3;6;;;;;;;;;;;;;;;;;;;;
2015-1536;Madrid Masters;Clay;56;M;20150503;44;105777;10;;Grigor Dimitrov;R;188;BUL;23.9671457906;11;2985;104527;8;;Stanislas Wawrinka;R;183;SUI;30.0999315537;9;3495;7-6(5) 3-6 6-3;3;R16;119;4;2;102;75;59;9;15;10;12;7;2;83;50;43;18;15;3;5;;;;;;;;;;;;;;;;;;;;
2015-410;Monte Carlo Masters;Clay;56;M;20150412;47;105777;9;;Grigor Dimitrov;R;188;BUL;23.909650924;11;3055;104527;7;;Stanislas Wawrinka;R;183;SUI;30.0424366872;9;4405;6-1 6-2;3;R16;55;1;2;50;29;23;12;7;6;6;0;0;47;34;16;6;8;4;9;;;;;;;;;;;;;;;;;;;;
2012-540;Wimbledon;Grass;128;G;20120625;56;103888;10;;Mardy Fish;R;188;USA;30.5434633812;12;2535;103105;;;Ruben Ramirez Hidalgo;R;183;ESP;34.4668035592;82;622;7-6(3) 7-5 7-6(1);5;R128;157;24;6;103;56;52;29;18;4;5;4;5;128;75;48;31;18;8;10;;;;;;;;;;;;;;;;;;;;
2012-414;Hamburg;Clay;32;A;20120716;16;104468;2;;Gilles Simon;R;183;FRA;27.5509924709;12;2480;104122;;;Carlos Berlocq;R;183;ARG;29.4483230664;37;985;4-6 7-6(5) 6-1;3;R32;172;0;0;102;57;39;22;14;10;14;0;2;105;79;44;14;15;8;14;;;;;;;;;;;;;;;;;;;;
2012-520;Roland Garros;Clay;128;G;20120527;9;104468;11;;Gilles Simon;R;183;FRA;27.4168377823;12;2615;105992;;;Ryan Harrison;R;183;USA;20.0574948665;56;817;3-6 7-5 6-4 6-1;5;R128;167;5;9;131;74;53;27;19;5;9;5;2;106;59;37;22;19;2;9;;;;;;;;;;;;;;;;;;;;
2012-416;Rome Masters;Clay;56;M;20120513;15;104468;11;;Gilles Simon;R;183;FRA;27.3785078713;12;2545;105385;;;Donald Young;L;183;USA;22.8090349076;49;856;6-2 7-5;3;R64;86;1;0;60;35;23;18;10;2;3;0;5;58;29;22;10;10;3;7;;;;;;;;;;;;;;;;;;;;
2012-573;Valencia;Hard;32;A;20121021;4;104597;6;;Nicolas Almagro;R;183;ESP;27.1704312115;12;2435;103507;;WC;Juan Carlos Ferrero;R;183;ESP;32.6926762491;161;325;7-5 6-3;3;R32;101;12;3;86;40;31;19;11;8;11;8;0;62;44;27;6;10;3;8;;;;;;;;;;;;;;;;;;;;
2012-339;Brisbane;Hard;32;A;20120101;24;104468;2;;Gilles Simon;R;183;FRA;27.0143737166;12;2165;105902;;WC;James Duckworth;R;183;AUS;19.947980835;275;171;6-3 7-5;3;R16;90;11;4;66;31;26;21;11;0;1;8;1;67;38;25;15;10;5;8;;;;;;;;;;;;;;;;;;;;
2012-D037;Davis Cup WG QF: ESP vs AUT;Clay;4;D;20120406;1;104597;;;Nicolas Almagro;R;183;ESP;26.6146475017;12;2250;103781;;;Jurgen Melzer;L;183;AUT;30.8637919233;21;1507;6-2 6-2 6-4;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012-D037;Davis Cup WG QF: ESP vs AUT;Clay;4;D;20120406;4;104597;;;Nicolas Almagro;R;183;ESP;26.6146475017;12;2250;103580;;;Alexander Peya;R;183;AUT;31.7645448323;708;24;7-5 7-5;3;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
